x	xend	y	yend
0.794117647058823	NA	0.0454545454545455	0.760763098386614
0.0454545454545466	NA	0.126411017252593	0.851854467069784
0.860962566844919	NA	0.193380223265168	0.129844237940909
0.633689839572192	NA	0.356185608289591	0.219200061647028
0.954545454545453	NA	0.0672560103044541	0.323645745236124
0.954545454545453	0.553475935828877	0.0672560103044541	0.414908832290671
0.887700534759357	NA	0.565192576077403	0.468148266077719
0.941176470588234	NA	0.22765658013709	0.533815781269882
0.914438502673796	NA	0.310448159014391	0.731533671551673
0.901069518716577	NA	0.128112017055437	0.845133166749492
0.901069518716577	NA	0.25434234322092	0.892821123217666
0.794117647058823	NA	0.266311595610323	0.163924972299829
0.794117647058823	NA	0.314566888527427	0.199347342612406
0.553475935828877	0.232620320855616	0.0862743791649185	0.651515086962097
0.901069518716577	NA	0.268674815329883	0.314958707901207
0.807486631016042	NA	0.204620672545628	0.422166854205648
0.941176470588234	NA	0.269114971961751	0.530947892413088
0.1524064171123	NA	0.315950126319081	0.632480286080904
0.687165775401069	NA	0.428548565472337	0.793357113632999
0.299465240641712	NA	0.187409534925321	0.944343487331388
0.633689839572192	NA	0.42557148413742	0.171006300217346
0.901069518716577	NA	0.457857435210178	0.262672236476755
0.901069518716577	0.713903743315508	0.457857435210178	0.16194995331878
0.901069518716577	0.713903743315508	0.457857435210178	0.194355993904557
0.419786096256685	NA	0.0627376469735428	0.393379134818168
0.807486631016042	NA	0.342806136970741	0.437371056604596
0.807486631016042	NA	0.389026482869021	0.545834754390828
0.807486631016042	NA	0.565895346263734	0.641177741568799
0.820855614973261	NA	0.829750906365098	0.747969545485892
0.820855614973261	NA	0.143657458945301	0.921062000340815
0.687165775401069	NA	0.54103861444159	0.158223830149216
0.700534759358288	NA	0.537154418111192	0.158223830149216
0.874331550802138	NA	0.198416450060979	0.274694516796698
0.8475935828877	NA	0.562022039334482	0.298705817552875
0.740641711229946	NA	0.496592197745938	0.430773257384607
0.740641711229946	NA	0.614850015065799	0.532395728078715
0.700534759358288	NA	0.711167612548079	0.630427077529216
0.700534759358288	NA	0.761088581994805	0.199347342612406
0.647058823529411	NA	0.39002939991817	0.829131547058009
0.927807486631015	NA	0.260939450202165	0.890304882171463
0.647058823529411	NA	0.522008216448261	0.165110482086897
