x	xend	y	yend
0.794117647058823	NA	0.0741942476074947	0.777400789338029
0.0454545454545466	NA	0.115150153501725	0.887465659672798
0.860962566844919	NA	0.239245922274506	0.116446337992812
0.633689839572192	NA	0.280020557497195	0.267603092992434
0.954545454545453	NA	0.127469613530217	0.330815282246783
0.954545454545453	0.553475935828877	0.127469613530217	0.474626194819768
0.887700534759357	NA	0.522359061549501	0.467577076535323
0.941176470588234	NA	0.242174171324308	0.61551262938546
0.914438502673796	NA	0.345247626716009	0.651179301001406
0.901069518716577	NA	0.107821283831259	0.823878239571508
0.901069518716577	NA	0.213894701912684	0.86640470080699
0.794117647058823	NA	0.203325076708534	0.106446389355067
0.794117647058823	NA	0.342673020463186	0.208698002230359
0.553475935828877	0.232620320855616	0.0535840686205845	0.631958878210005
0.901069518716577	NA	0.325787185085423	0.393562274225006
0.807486631016042	NA	0.240974960227329	0.474687187539184
0.941176470588234	NA	0.284162795610628	0.529454881687783
0.1524064171123	NA	0.270682988106496	0.637319353412671
0.687165775401069	NA	0.426078735980458	0.743260227198312
0.299465240641712	NA	0.180779540786095	0.939018406792299
0.633689839572192	NA	0.428128749104302	0.154538825897181
0.901069518716577	NA	0.396029474158374	0.209542814294123
0.901069518716577	0.713903743315508	0.396029474158374	0.147223398035489
0.901069518716577	0.713903743315508	0.396029474158374	0.222257303588884
0.419786096256685	NA	0.0454545454545455	0.34782031549783
0.807486631016042	NA	0.369716500438016	0.449883508903892
0.807486631016042	NA	0.475726409728433	0.53904230572184
0.807486631016042	NA	0.592575010820463	0.64351077309787
0.820855614973261	NA	0.890546371777531	0.750671043479796
0.820855614973261	NA	0.0741899011953999	0.884888537400111
0.687165775401069	NA	0.539723282157427	0.164464555582818
0.700534759358288	NA	0.586262040857507	0.164464555582818
0.874331550802138	NA	0.247683030608298	0.188580640302928
0.8475935828877	NA	0.57697956518666	0.351173018073799
0.740641711229946	NA	0.504659426957969	0.421187017948256
0.740641711229946	NA	0.610679986146467	0.555699779482029
0.700534759358288	NA	0.628846245109675	0.66836559351799
0.700534759358288	NA	0.74384511218003	0.208698002230359
0.647058823529411	NA	0.478756003744896	0.738853779557476
0.927807486631015	NA	0.201182417028835	0.920739687516581
0.647058823529411	NA	0.577659995018554	0.0736120588915567
0.620320855614973	NA	0.651312001225814	0.179332402536455
0.312834224598931	NA	0.345089547039022	0.307238979471259
0.860962566844919	NA	0.281927569113652	0.439227394032965
0.700534759358288	NA	0.89748698874535	0.570904523924113
0.580213903743315	NA	0.22062701160611	0.570904523924113
0.459893048128342	NA	0.0941159072668443	0.707241005847933
0.767379679144384	NA	0.537545712213929	0.776214278012899
0.687165775401069	0.513368983957219	0.695952454505293	0.806067059320439
